3.146399999999999864e+01,7.434560000000000457e+01
3.146320000000000050e+01,7.433620000000000516e+01
3.146290000000000120e+01,7.433620000000000516e+01
3.145429999999999993e+01,7.434359999999999502e+01
3.145420000000000016e+01,7.435080000000000666e+01
3.145400000000000063e+01,7.434449999999999648e+01
3.144900000000000162e+01,7.435309999999999775e+01
3.147569999999999979e+01,7.434229999999999450e+01
3.147129999999999939e+01,7.433650000000000091e+01
3.147550000000000026e+01,7.433639999999999759e+01
3.147540000000000049e+01,7.433759999999999479e+01
3.146259999999999835e+01,7.433910000000000196e+01
3.146259999999999835e+01,7.433899999999999864e+01
3.146259999999999835e+01,7.433889999999999532e+01
3.147530000000000072e+01,7.433769999999999811e+01
3.146679999999999922e+01,7.433689999999999998e+01
3.146249999999999858e+01,7.433870000000000289e+01
3.146669999999999945e+01,7.433689999999999998e+01
3.146659999999999968e+01,7.433700000000000330e+01
3.146219999999999928e+01,7.434130000000000393e+01
3.145789999999999864e+01,7.434820000000000562e+01
3.146189999999999998e+01,7.434780000000000655e+01
3.146189999999999998e+01,7.434399999999999409e+01
3.146189999999999998e+01,7.433830000000000382e+01
3.145339999999999847e+01,7.435080000000000666e+01
3.145749999999999957e+01,7.434699999999999420e+01
3.146150000000000091e+01,7.434430000000000405e+01
3.146150000000000091e+01,7.433629999999999427e+01
3.145260000000000034e+01,7.434739999999999327e+01
3.145260000000000034e+01,7.435080000000000666e+01
3.145250000000000057e+01,7.434629999999999939e+01
3.145250000000000057e+01,7.434199999999999875e+01
3.144770000000000110e+01,7.434799999999999898e+01
3.147439999999999927e+01,7.433799999999999386e+01
3.144750000000000156e+01,7.435099999999999909e+01
3.147409999999999997e+01,7.433790000000000475e+01
3.146559999999999846e+01,7.433490000000000464e+01
3.147400000000000020e+01,7.433759999999999479e+01
3.147400000000000020e+01,7.433780000000000143e+01
3.147380000000000067e+01,7.433769999999999811e+01
3.147800000000000153e+01,7.433710000000000662e+01
3.146079999999999899e+01,7.433559999999999945e+01
3.145649999999999835e+01,7.434539999999999793e+01
3.146039999999999992e+01,7.434420000000000073e+01
3.145189999999999841e+01,7.434720000000000084e+01
3.145179999999999865e+01,7.434739999999999327e+01
3.146440000000000126e+01,7.433960000000000434e+01
3.145589999999999975e+01,7.434709999999999752e+01
3.146000000000000085e+01,7.433880000000000621e+01
3.145129999999999981e+01,7.435150000000000148e+01
3.145540000000000092e+01,7.434650000000000603e+01
3.145080000000000098e+01,7.434590000000000032e+01
3.148110000000000142e+01,7.433809999999999718e+01
