3.155839999999999890e+01,7.440319999999999823e+01
3.155829999999999913e+01,7.440319999999999823e+01
3.155829999999999913e+01,7.440319999999999823e+01
3.155829999999999913e+01,7.440300000000000580e+01
3.155849999999999866e+01,7.440319999999999823e+01
3.155849999999999866e+01,7.440319999999999823e+01
3.155829999999999913e+01,7.440330000000000155e+01
3.155809999999999960e+01,7.440300000000000580e+01
3.155809999999999960e+01,7.440300000000000580e+01
3.155809999999999960e+01,7.440300000000000580e+01
3.155809999999999960e+01,7.440300000000000580e+01
3.155780000000000030e+01,7.440279999999999916e+01
